x,y
179468.655,330967.2986
179486.6667,331045.4028
180513.3333,332314.5972
179954.9708,331553.0806
180045.0292,331553.0806
179954.9708,331806.9194
180045.0292,331806.9194
179612.7485,330166.7299
179504.6784,330674.4076
179288.538,330401.0427
179414.6199,330205.782
179792.8655,330635.3555
180207.1345,330635.3555
180711.462,332470.8057
179288.538,330889.1943
180153.0994,331885.0237
179846.9006,331885.0237
179846.9006,331474.9763
180153.0994,331474.9763
179306.5497,331006.3507
180693.4503,332353.6493
178766.1988,330186.2559
181233.8012,333173.7441
179594.7368,330166.7299
179198.4795,330791.564
180801.5205,332568.436
179036.3743,330127.6777
180387.2515,331279.7156
179288.538,330479.1469
180567.3684,331650.7109
179234.5029,330713.4597
180765.4971,332646.5403
179702.807,330674.4076
179432.6316,330908.7204
179378.5965,330205.782
181071.6959,332998.0095
178928.3041,330361.9905
180711.462,332119.3365
179126.4327,330674.4076
180873.5673,332685.5924
181071.6959,333310.4265
178928.3041,330049.5735
179144.4444,330674.4076
180855.5556,332685.5924
179126.4327,329893.3649
179072.3977,330596.3033
180927.6023,332763.6967
179450.6433,330127.6777
179756.8421,331592.1327
180243.1579,331767.8673
180243.1579,331592.1327
179756.8421,331767.8673
179558.7135,330791.564
180711.462,332080.2844
179936.9591,330674.4076
180063.0409,330674.4076
179324.5614,329912.891
180567.3684,331924.0758
179288.538,330440.0948
179486.6667,330732.9858
179990.9942,331728.8152
180009.0058,331728.8152
179990.9942,331631.1848
180009.0058,331631.1848
179666.7836,330713.4597
180675.4386,331865.4976
180171.1111,330752.5118
179828.8889,330752.5118
180891.5789,332392.7014
179270.5263,330791.564
180729.4737,332568.436
178928.3041,330518.1991
181071.6959,332841.8009
179576.7251,330674.4076
181233.8012,333154.218
178766.1988,330205.782
179792.8655,330772.0379
180207.1345,330772.0379
179792.8655,331084.455
180207.1345,331084.455
180153.0994,331572.6066
179846.9006,331572.6066
179846.9006,331787.3934
180153.0994,331787.3934
179918.9474,330791.564
180081.0526,330791.564
179072.3977,330069.0995
180315.2047,331553.0806
179684.7953,331553.0806
179684.7953,331806.9194
180315.2047,331806.9194
180711.462,332529.3839
179288.538,330830.6161
179216.4912,330674.4076
180783.5088,332685.5924
179432.6316,329971.4692
179018.3626,330205.782
180981.6374,333154.218
179720.8187,330791.564
179396.6082,330127.6777
178712.1637,330010.5213
179162.4561,329951.9431
178874.269,329873.8389
180873.5673,332314.5972
179594.7368,330713.4597
179360.5848,330791.564
179648.7719,330889.1943
180765.4971,332353.6493
180117.076,331592.1327
179882.924,331592.1327
179882.924,331767.8673
180117.076,331767.8673
178730.1754,329951.9431
180999.6491,332568.436
178892.2807,329912.891
179432.6316,330283.8863
179792.8655,330947.7725
180207.1345,330947.7725
178712.1637,330322.9384
178964.3275,329912.891
180513.3333,331885.0237
179072.3977,330811.09
180927.6023,332548.91
179468.655,330752.5118
179486.6667,330986.8246
180513.3333,332373.1754
178874.269,330537.7251
181125.731,332822.2749
180387.2515,331806.9194
180387.2515,331553.0806
180963.6257,332607.4882
179036.3743,330752.5118
180567.3684,331748.3412
180153.0994,330635.3555
179846.9006,330635.3555
180369.2398,331631.1848
180369.2398,331728.8152
179630.7602,331631.1848
180801.5205,332431.7536
179288.538,330049.5735
179270.5263,330088.6256
178802.2222,329951.9431
179306.5497,330713.4597
180549.3567,331767.8673
180459.2982,331845.9716
180459.2982,331514.0284
181071.6959,332958.9573
178928.3041,330401.0427
178874.269,330342.4645
181125.731,333017.5355
178928.3041,330030.0474
181071.6959,333329.9526
180477.3099,331767.8673
180477.3099,331592.1327
179558.7135,330928.2464
179126.4327,329834.7867
180585.3801,331845.9716
178928.3041,330479.1469
181071.6959,332880.8531
179648.7719,330830.6161
179432.6316,330596.3033
180927.6023,332451.2796
179504.6784,330205.782
179090.4094,329951.9431
179954.9708,330713.4597
180045.0292,330713.4597
179666.7836,330166.7299
179432.6316,330108.1517
179234.5029,329873.8389
179126.4327,330186.2559
179792.8655,331435.9242
180207.1345,331435.9242
179792.8655,331924.0758
180207.1345,331924.0758
179252.5146,329912.891
179594.7368,331006.3507
181125.731,333095.6398
178874.269,330264.3602
179486.6667,330244.8341
179918.9474,330928.2464
180081.0526,330928.2464
179900.9357,331845.9716
180099.0643,331845.9716
180099.0643,331514.0284
179900.9357,331514.0284
180891.5789,332607.4882
179108.4211,330752.5118
179846.9006,331084.455
180153.0994,331084.455
179990.9942,330889.1943
180009.0058,330889.1943
178928.3041,330440.0948
181071.6959,332919.9052
179396.6082,330752.5118
181017.6608,333154.218
178982.3392,330205.782
179846.9006,330732.9858
180153.0994,330732.9858
179720.8187,330928.2464
178712.1637,330069.0995
181125.731,332744.1706
178874.269,330615.8294
180027.0175,331806.9194
179972.9825,331553.0806
180027.0175,331553.0806
179972.9825,331806.9194
179360.5848,330928.2464
180639.4152,332431.7536
180189.1228,331767.8673
179810.8772,331592.1327
180189.1228,331592.1327
179810.8772,331767.8673
181161.7544,333408.0569
178838.2456,329951.9431
179144.4444,330205.782
178874.269,330576.7773
181125.731,332783.2227
178910.2924,330088.6256
181089.7076,333271.3744
179342.5731,330205.782
178874.269,330303.4123
181125.731,333056.5877
179054.386,329873.8389
179072.3977,329971.4692
179792.8655,331787.3934
180207.1345,331572.6066
180207.1345,331787.3934
179792.8655,331572.6066
180567.3684,332236.4929
179432.6316,331123.5071
180261.1696,331845.9716
179738.8304,331845.9716
179738.8304,331514.0284
180261.1696,331514.0284
181053.6842,332646.5403
179432.6316,330772.0379
179774.8538,331514.0284
180225.1462,331845.9716
180225.1462,331514.0284
179774.8538,331845.9716
179468.655,330127.6777
179324.5614,330166.7299
179792.8655,330283.8863
179198.4795,329951.9431
181125.731,333154.218
178874.269,330205.782
179486.6667,330635.3555
179450.6433,329951.9431
179702.807,330205.782
179072.3977,330322.9384
180927.6023,333037.0616
178784.2105,330205.782
181215.7895,333154.218
180873.5673,332666.0664
179126.4327,330693.9336
179684.7953,330713.4597
179756.8421,330752.5118
179990.9942,330830.6161
180009.0058,330830.6161
179288.538,330030.0474
179522.6901,330127.6777
179954.9708,331006.3507
180045.0292,331006.3507
180513.3333,331826.4455
179306.5497,330166.7299
179846.9006,330986.8246
180153.0994,330986.8246
180909.5906,332431.7536
179576.7251,330205.782
180621.4035,331845.9716
178766.1988,329893.3649
179630.7602,330889.1943
179216.4912,330205.782
180171.1111,331592.1327
180171.1111,331767.8673
179828.8889,331767.8673
179828.8889,331592.1327
178856.2573,330205.782
181143.7427,333154.218
180567.3684,332412.2275
179432.6316,330947.7725
179864.9123,331845.9716
180135.0877,331845.9716
180135.0877,331514.0284
179864.9123,331514.0284
180927.6023,332802.7488
179072.3977,330557.2512
179126.4327,330244.8341
179270.5263,329990.9953
179792.8655,330596.3033
180207.1345,330596.3033
180603.3918,332392.7014
179396.6082,330967.2986
180333.2164,331806.9194
179666.7836,331806.9194
179666.7836,331553.0806
180333.2164,331553.0806
179648.7719,331670.237
180351.2281,331670.237
179648.7719,331689.763
180351.2281,331689.763
178712.1637,330361.9905
179846.9006,331435.9242
180153.0994,331435.9242
179846.9006,331924.0758
180153.0994,331924.0758
179108.4211,330127.6777
179486.6667,331084.455
180513.3333,332275.545
179162.4561,330127.6777
179882.924,330752.5118
180117.076,330752.5118
179252.5146,330967.2986
180747.4854,332392.7014
178964.3275,330166.7299
181035.6725,333193.2701
179360.5848,329951.9431
180873.5673,332334.1232
180711.462,332509.8578
179288.538,330850.1422
180567.3684,331963.128
179000.3509,329951.9431
179036.3743,329912.891
179324.5614,330713.4597
180495.3216,331514.0284
180495.3216,331845.9716
178928.3041,330010.5213
179072.3977,330108.1517
179234.5029,330205.782
179432.6316,329932.4171
179486.6667,330186.2559
179684.7953,331006.3507
179450.6433,330928.2464
180405.2632,331514.0284
180405.2632,331845.9716
180207.1345,331123.5071
179792.8655,331123.5071
178802.2222,330127.6777
181197.7778,333232.3223
180207.1345,330732.9858
179792.8655,330732.9858
180531.345,331592.1327
180531.345,331767.8673
179756.8421,330967.2986
180243.1579,330967.2986
179630.7602,330830.6161
181053.6842,333193.2701
178946.3158,330166.7299
180873.5673,332724.6445
179126.4327,330635.3555
178820.2339,329873.8389
181197.7778,333369.0047
179522.6901,330752.5118
181233.8012,333134.6919
178766.1988,330225.3081
180909.5906,332568.436
179090.4094,330791.564
179432.6316,330322.9384
179270.5263,330889.1943
180729.4737,332470.8057
180441.2865,331592.1327
180441.2865,331767.8673
178712.1637,329971.4692
179180.4678,329873.8389
178748.1871,330127.6777
181251.8129,333232.3223
178730.1754,330088.6256
178910.2924,329990.9953
181089.7076,333369.0047
179612.7485,330967.2986
179288.538,330869.6682
180711.462,332490.3318
179396.6082,329912.891
180927.6023,332587.9621
179072.3977,330772.0379
179918.9474,331767.8673
180081.0526,331767.8673
179918.9474,331592.1327
180081.0526,331592.1327
180567.3684,331787.3934
179126.4327,329854.3128
181233.8012,333115.1659
178766.1988,330244.8341
179990.9942,331670.237
180009.0058,331689.763
180009.0058,331670.237
179990.9942,331689.763
178964.3275,330713.4597
181035.6725,332646.5403
180837.5439,332607.4882
179162.4561,330752.5118
180279.1813,331592.1327
179720.8187,331592.1327
180279.1813,331767.8673
179720.8187,331767.8673
180117.076,330967.2986
179882.924,330967.2986
178712.1637,330401.0427
179846.9006,330596.3033
180153.0994,330596.3033
179432.6316,330557.2512
179486.6667,330693.9336
180765.4971,332685.5924
179234.5029,330674.4076
178766.1988,330459.6209
179846.9006,331826.4455
180153.0994,331826.4455
180153.0994,331533.5545
179846.9006,331533.5545
180873.5673,332275.545
180513.3333,331924.0758
178838.2456,330127.6777
181161.7544,333232.3223
179792.8655,330986.8246
180207.1345,330986.8246
180675.4386,332353.6493
179324.5614,331006.3507
180189.1228,330928.2464
179810.8772,330928.2464
179594.7368,330205.782
179072.3977,330361.9905
180927.6023,332998.0095
180045.0292,331514.0284
179954.9708,331845.9716
180045.0292,331845.9716
179954.9708,331514.0284
178766.1988,330420.5687
179648.7719,330850.1422
180657.4269,331845.9716
179792.8655,331963.128
180207.1345,331963.128
179792.8655,331396.872
180207.1345,331396.872
179450.6433,330791.564
179198.4795,330127.6777
178676.1404,330166.7299
180567.3684,332197.4408
179432.6316,331162.5592
180927.6023,332412.2275
179270.5263,330830.6161
180729.4737,332529.3839
179072.3977,330518.1991
180927.6023,332841.8009
179432.6316,330147.2038
179414.6199,331006.3507
180585.3801,332353.6493
179252.5146,330752.5118
180747.4854,332607.4882
179288.538,330010.5213
179522.6901,330967.2986
180297.193,331845.9716
179702.807,331514.0284
180297.193,331514.0284
179702.807,331845.9716
180279.1813,330459.6209
179090.4094,330088.6256
179846.9006,331123.5071
180153.0994,331123.5071
178928.3041,330069.0995
181071.6959,333290.9005
178874.269,329834.7867
179972.9825,330967.2986
180027.0175,330967.2986
179468.655,329951.9431
180063.0409,331514.0284
179936.9591,331514.0284
179936.9591,331845.9716
180063.0409,331845.9716
179486.6667,330283.8863
179558.7135,330127.6777
179126.4327,329795.7346
180423.2749,331845.9716
180423.2749,331514.0284
181107.7193,332685.5924
180603.3918,331806.9194
180765.4971,332314.5972
179792.8655,330322.9384
179486.6667,331025.8768
180513.3333,332334.1232
178712.1637,330108.1517
179594.7368,330674.4076
180171.1111,330928.2464
179828.8889,330928.2464
180837.5439,332392.7014
179054.386,330713.4597
180945.614,332646.5403
179324.5614,329873.8389
179648.7719,330869.6682
180369.2398,331670.237
180369.2398,331689.763
179072.3977,329932.4171
180189.1228,332158.3886
179306.5497,329912.891
179684.7953,331514.0284
180315.2047,331514.0284
179684.7953,331845.9716
180315.2047,331845.9716
179036.3743,330166.7299
180567.3684,332002.1801
179378.5965,329873.8389
179432.6316,330732.9858
178892.2807,330127.6777
181107.7193,333232.3223
179360.5848,330127.6777
179486.6667,330596.3033
179612.7485,330752.5118
180207.1345,330557.2512
179792.8655,330557.2512
179000.3509,330127.6777
180999.6491,333232.3223
179774.8538,331006.3507
180225.1462,331006.3507
179810.8772,330791.564
180189.1228,330791.564
180927.6023,332958.9573
179072.3977,330401.0427
179270.5263,330049.5735
179126.4327,330225.3081
180243.1579,331806.9194
179756.8421,331806.9194
179756.8421,331553.0806
180243.1579,331553.0806
178694.152,330166.7299
180927.6023,332880.8531
179072.3977,330479.1469
179432.6316,330361.9905
179198.4795,330752.5118
180801.5205,332607.4882
179108.4211,329951.9431
179450.6433,330088.6256
179144.4444,329873.8389
179666.7836,330967.2986
179990.9942,330850.1422
180009.0058,330850.1422
179018.3626,329873.8389
179234.5029,329834.7867
179846.9006,331963.128
180153.0994,331963.128
179846.9006,331396.872
180153.0994,331396.872
178730.1754,329990.9953
179792.8655,331162.5592
180207.1345,331162.5592
179792.8655,331533.5545
180207.1345,331533.5545
179792.8655,331826.4455
180207.1345,331826.4455
179558.7135,330752.5118
180927.6023,332919.9052
179072.3977,330440.0948
179846.9006,330693.9336
180153.0994,330693.9336
179432.6316,330518.1991
179486.6667,331123.5071
180513.3333,332236.4929
179396.6082,330166.7299
179594.7368,331045.4028
178964.3275,329873.8389
178766.1988,330381.5166
181233.8012,332978.4834
179126.4327,330283.8863
179468.655,330928.2464
179432.6316,330986.8246
180567.3684,332373.1754
179954.9708,330674.4076
180045.0292,330674.4076
179918.9474,330752.5118
180081.0526,330752.5118
179684.7953,330205.782
180135.0877,331006.3507
179864.9123,331006.3507
179252.5146,330127.6777
179414.6199,330713.4597
179432.6316,331201.6114
180567.3684,332158.3886
179882.924,331806.9194
180117.076,331806.9194
179882.924,331553.0806
180117.076,331553.0806
179288.538,330069.0995
179162.4561,329912.891
181125.731,333115.1659
178874.269,330244.8341
180873.5673,332705.1185
179126.4327,330654.8815
179036.3743,330713.4597
180963.6257,332646.5403
178766.1988,330264.3602
181233.8012,333095.6398
179972.9825,330752.5118
180027.0175,330752.5118
178946.3158,329912.891
179720.8187,330752.5118
181305.848,333193.2701
180171.1111,330791.564
179828.8889,330791.564
179360.5848,330752.5118
180819.5322,332353.6493
180999.6491,332607.4882
179000.3509,330752.5118
178748.1871,329951.9431
179990.9942,330869.6682
180009.0058,330869.6682
179072.3977,330147.2038
180207.1345,332002.1801
179792.8655,331357.8199
180207.1345,331357.8199
179792.8655,332002.1801
179126.4327,330596.3033
180873.5673,332763.6967
180567.3684,332041.2322
178802.2222,329912.891
181089.7076,333310.4265
178910.2924,330049.5735
180693.4503,332392.7014
179306.5497,330967.2986
178982.3392,329873.8389
180801.5205,332392.7014
179846.9006,330557.2512
180153.0994,330557.2512
179054.386,330166.7299
179540.7018,331006.3507
180513.3333,331865.4976
180477.3099,331806.9194
180477.3099,331553.0806
179432.6316,330401.0427
179846.9006,331025.8768
180153.0994,331025.8768
180549.3567,331728.8152
180549.3567,331631.1848
179504.6784,331006.3507
180495.3216,332353.6493
180873.5673,332295.0711
179648.7719,331650.7109
180351.2281,331650.7109
180351.2281,331709.2891
179090.4094,329990.9953
179342.5731,329873.8389
180045.0292,331045.4028
179954.9708,331045.4028
179792.8655,330361.9905
179396.6082,330713.4597
179432.6316,330479.1469
179558.7135,330967.2986
178928.3041,329971.4692
179684.7953,330674.4076
180711.462,332548.91
179288.538,330811.09
179324.5614,330205.782
179630.7602,330850.1422
180513.3333,331963.128
180891.5789,332431.7536
178856.2573,329873.8389
179612.7485,330127.6777
179612.7485,331553.0806
179432.6316,331240.6635
180567.3684,332119.3365
179774.8538,330713.4597
179900.9357,331006.3507
180099.0643,331006.3507
180153.0994,331162.5592
179846.9006,331162.5592
180873.5673,332236.4929
179918.9474,330967.2986
180081.0526,330967.2986
179216.4912,329873.8389
180567.3684,332080.2844
179792.8655,330518.1991
180207.1345,330518.1991
179666.7836,330752.5118
181233.8012,333076.1137
178766.1988,330283.8863
179432.6316,330440.0948
179234.5029,330244.8341
180927.6023,332627.0142
179072.3977,330732.9858
178766.1988,330342.4645
181233.8012,333017.5355
179720.8187,330967.2986
179270.5263,330030.0474
179468.655,330791.564
179126.4327,329815.2607
178838.2456,329912.891
179792.8655,331201.6114
180207.1345,332158.3886
180207.1345,331201.6114
179486.6667,330322.9384
179360.5848,330967.2986
180639.4152,332392.7014
180855.5556,332353.6493
179594.7368,331474.9763
180405.2632,331885.0237
180405.2632,331474.9763
179738.8304,331006.3507
179486.6667,330225.3081
179594.7368,331514.0284
179756.8421,330713.4597
180873.5673,332900.3791
179126.4327,330459.6209
178766.1988,330303.4123
181233.8012,333056.5877
179792.8655,330693.9336
180207.1345,330693.9336
180567.3684,331826.4455
179198.4795,329912.891
179522.6901,330166.7299
179126.4327,330420.5687
180873.5673,332939.4313
179414.6199,330166.7299
181035.6725,333154.218
178964.3275,330205.782
180711.462,332451.2796
179288.538,330908.7204
179684.7953,331045.4028
179864.9123,330713.4597
180135.0877,330713.4597
179324.5614,330674.4076
179846.9006,331357.8199
180153.0994,331357.8199
180153.0994,332002.1801
179846.9006,332002.1801
179810.8772,331728.8152
180189.1228,331728.8152
179810.8772,331631.1848
180189.1228,331631.1848
180603.3918,332353.6493
179396.6082,331006.3507
179792.8655,331318.7678
180207.1345,331318.7678
179792.8655,332041.2322
180207.1345,332041.2322
179630.7602,330869.6682
179486.6667,330557.2512
180765.4971,332724.6445
179234.5029,330635.3555
179378.5965,331006.3507
180621.4035,332353.6493
180117.076,330459.6209
179450.6433,329990.9953
180909.5906,332470.8057
180927.6023,332373.1754
179792.8655,330401.0427
180117.076,330713.4597
179882.924,330713.4597
179846.9006,330361.9905
179036.3743,329873.8389
179162.4561,330166.7299
181305.848,333076.1137
179792.8655,330479.1469
180207.1345,330479.1469
179306.5497,330752.5118
179486.6667,330654.8815
179594.7368,330244.8341
179990.9942,331650.7109
180009.0058,331650.7109
180009.0058,331709.2891
179990.9942,331709.2891
179270.5263,330850.1422
180729.4737,332509.8578
181071.6959,333349.4787
180513.3333,332197.4408
179486.6667,331162.5592
179792.8655,331240.6635
180207.1345,331240.6635
180207.1345,332119.3365
179108.4211,330791.564
180891.5789,332568.436
178892.2807,329951.9431
181107.7193,333408.0569
179846.9006,330518.1991
180153.0994,330518.1991
179954.9708,331474.9763
180045.0292,331474.9763
179954.9708,331885.0237
180045.0292,331885.0237
179792.8655,331279.7156
180207.1345,331279.7156
180207.1345,332080.2844
179792.8655,330440.0948
179360.5848,329912.891
180243.1579,331006.3507
179756.8421,331006.3507
178928.3041,330108.1517
181071.6959,333251.8483
179648.7719,330811.09
179126.4327,330264.3602
179432.6316,330186.2559
179504.6784,330713.4597
179000.3509,329912.891
178712.1637,330147.2038
181287.8363,333212.7962
179792.8655,331025.8768
180207.1345,331025.8768
179288.538,329971.4692
180765.4971,332275.545
179846.9006,331494.5024
179846.9006,331865.4976
180153.0994,331865.4976
180153.0994,331494.5024
181089.7076,333329.9526
178910.2924,330030.0474
181035.6725,332685.5924
178964.3275,330674.4076
181197.7778,333193.2701
178802.2222,330166.7299
180675.4386,332314.5972
179324.5614,331045.4028
179126.4327,330322.9384
181287.8363,333232.3223
180387.2515,331592.1327
180387.2515,331767.8673
179522.6901,330713.4597
179468.655,330088.6256
180153.0994,331201.6114
179846.9006,331201.6114
179072.3977,329893.3649
179486.6667,331064.9289
180513.3333,332295.0711
180171.1111,331631.1848
179828.8889,331631.1848
179828.8889,331728.8152
180171.1111,331728.8152
179594.7368,330635.3555
180441.2865,331553.0806
180441.2865,331806.9194
179126.4327,330498.673
180873.5673,332861.327
180513.3333,332002.1801
178730.1754,330049.5735
179126.4327,330557.2512
180873.5673,332802.7488
179882.924,331006.3507
180117.076,331006.3507
180153.0994,331318.7678
179846.9006,332041.2322
179846.9006,331318.7678
180153.0994,332041.2322
179126.4327,330615.8294
180873.5673,332744.1706
180909.5906,332529.3839
179450.6433,330889.1943
180837.5439,332646.5403
179162.4561,330713.4597
179432.6316,329893.3649
179918.9474,331553.0806
179918.9474,331806.9194
180081.0526,331806.9194
180081.0526,331553.0806
179180.4678,330713.4597
180819.5322,332646.5403
181053.6842,332607.4882
178676.1404,330205.782
179270.5263,330869.6682
180729.4737,332490.3318
179846.9006,330401.0427
180873.5673,332978.4834
179126.4327,330381.5166
180585.3801,331806.9194
180315.2047,331474.9763
179684.7953,331474.9763
180315.2047,331885.0237
180657.4269,332353.6493
179342.5731,331006.3507
179252.5146,329951.9431
180855.5556,332646.5403
179144.4444,330713.4597
179486.6667,330361.9905
180279.1813,331553.0806
179720.8187,331553.0806
179720.8187,331806.9194
180279.1813,331806.9194
181161.7544,333193.2701
178838.2456,330166.7299
179648.7719,330908.7204
180783.5088,332353.6493
181125.731,333076.1137
178874.269,330283.8863
180315.2047,331143.0332
179846.9006,330479.1469
180153.0994,330479.1469
179702.807,331006.3507
179540.7018,330713.4597
179432.6316,330693.9336
180639.4152,331806.9194
179936.9591,331006.3507
180063.0409,331006.3507
179576.7251,331006.3507
180153.0994,331240.6635
179846.9006,331240.6635
180153.0994,332119.3365
179972.9825,331767.8673
180027.0175,331767.8673
179972.9825,331592.1327
180027.0175,331592.1327
179594.7368,331084.455
180873.5673,332256.019
179522.6901,331006.3507
179486.6667,330518.1991
179198.4795,330166.7299
180153.0994,332080.2844
179846.9006,331279.7156
180153.0994,331279.7156
180603.3918,331845.9716
181323.8596,333154.218
179846.9006,330440.0948
179108.4211,330088.6256
179054.386,329912.891
179630.7602,331650.7109
180369.2398,331650.7109
180369.2398,331709.2891
178766.1988,330322.9384
181233.8012,333037.0616
179900.9357,330713.4597
180099.0643,330713.4597
179306.5497,330127.6777
179954.9708,330635.3555
180045.0292,330635.3555
180513.3333,332158.3886
179486.6667,331201.6114
179558.7135,330166.7299
179036.3743,330205.782
180963.6257,333154.218
178874.269,330596.3033
181125.731,332763.6967
180531.345,331631.1848
180531.345,331728.8152
179684.7953,330244.8341
180837.5439,332353.6493
179990.9942,330811.09
180009.0058,330811.09
180675.4386,331885.0237
180513.3333,331904.5498
179126.4327,330537.7251
180873.5673,332822.2749
179846.9006,330654.8815
180153.0994,330654.8815
178964.3275,329834.7867
179738.8304,330713.4597
179270.5263,330010.5213
180225.1462,331553.0806
179774.8538,331553.0806
180225.1462,331806.9194
179774.8538,331806.9194
179090.4094,330049.5735
179288.538,330108.1517
180189.1228,330889.1943
179810.8772,330889.1943
180243.1579,331845.9716
179756.8421,331845.9716
179756.8421,331514.0284
180243.1579,331514.0284
180513.3333,332041.2322
179504.6784,330166.7299
179450.6433,330830.6161
179126.4327,330342.4645
179432.6316,331025.8768
180567.3684,332334.1232
179234.5029,330283.8863
179126.4327,330303.4123
179360.5848,330166.7299
179486.6667,330401.0427
179072.3977,330186.2559
179126.4327,330361.9905
180207.1345,331865.4976
179792.8655,331865.4976
179792.8655,331494.5024
180207.1345,331494.5024
179666.7836,331592.1327
180333.2164,331592.1327
179666.7836,331767.8673
180333.2164,331767.8673
179954.9708,331084.455
180045.0292,331084.455
180873.5673,332783.2227
179126.4327,330576.7773
179000.3509,330166.7299
180999.6491,333193.2701
179396.6082,330205.782
179486.6667,330479.1469
179378.5965,330713.4597
180801.5205,332646.5403
179198.4795,330713.4597
179486.6667,331240.6635
180513.3333,332119.3365
179684.7953,330635.3555
179036.3743,330674.4076
180963.6257,332685.5924
180873.5673,332841.8009
179126.4327,330518.1991
178748.1871,330088.6256
181251.8129,333271.3744
179594.7368,331435.9242
180405.2632,331924.0758
180405.2632,331435.9242
179486.6667,330264.3602
179414.6199,329912.891
181053.6842,333232.3223
178946.3158,330127.6777
180513.3333,332080.2844
179486.6667,331279.7156
179882.924,331845.9716
179882.924,331514.0284
180117.076,331845.9716
180117.076,331514.0284
180513.3333,332099.8104
179486.6667,331260.1896
179558.7135,330713.4597
179486.6667,330440.0948
179324.5614,330244.8341
179252.5146,330928.2464
180747.4854,332431.7536
180153.0994,331064.9289
179846.9006,331064.9289
179018.3626,330713.4597
180981.6374,332646.5403
178928.3041,329932.4171
179486.6667,330459.6209
179162.4561,329873.8389
179234.5029,330596.3033
179990.9942,330908.7204
180009.0058,330908.7204
179918.9474,330713.4597
180081.0526,330713.4597
179486.6667,330420.5687
180711.462,332587.9621
179288.538,330772.0379
180135.0877,331806.9194
180135.0877,331553.0806
179864.9123,331806.9194
179864.9123,331553.0806
179144.4444,330166.7299
180351.2281,331748.3412
179648.7719,331611.6588
180351.2281,331611.6588
180945.614,332392.7014
178730.1754,330030.0474
179720.8187,330713.4597
179468.655,329990.9953
180513.3333,332060.7583
179486.6667,331299.2417
179360.5848,330713.4597
179072.3977,330693.9336
180927.6023,332666.0664
180477.3099,331845.9716
180477.3099,331514.0284
179684.7953,331084.455
179396.6082,330674.4076
179594.7368,330283.8863
179000.3509,330713.4597
180999.6491,332646.5403
179828.8889,330889.1943
180171.1111,330889.1943
179486.6667,330615.8294
180405.2632,332275.545
179450.6433,330049.5735
180765.4971,332236.4929
180189.1228,330830.6161
179810.8772,330830.6161
180801.5205,332353.6493
179324.5614,330635.3555
180783.5088,332646.5403
179216.4912,330713.4597
179126.4327,330401.0427
180873.5673,332958.9573
181233.8012,332998.0095
178766.1988,330361.9905
181017.6608,332646.5403
178982.3392,330713.4597
179630.7602,330811.09
178910.2924,330010.5213
181089.7076,333349.4787
178964.3275,330244.8341
181035.6725,333115.1659
179126.4327,330479.1469
180873.5673,332880.8531
180045.0292,331435.9242
179954.9708,331435.9242
179954.9708,331924.0758
180045.0292,331924.0758
179342.5731,330713.4597
179558.7135,331006.3507
181179.7661,333193.2701
178820.2339,330166.7299
179576.7251,330713.4597
179702.807,330713.4597
179936.9591,330713.4597
180063.0409,330713.4597
181125.731,333037.0616
178874.269,330322.9384
179612.7485,330928.2464
179180.4678,330166.7299
179594.7368,330596.3033
180513.3333,332138.8626
179486.6667,331221.1374
178784.2105,330166.7299
181215.7895,333193.2701
179756.8421,330674.4076
180081.0526,331006.3507
179918.9474,331006.3507
180711.462,332412.2275
179288.538,330947.7725
179126.4327,330440.0948
180873.5673,332919.9052
180495.3216,331806.9194
180495.3216,331553.0806
179486.6667,331103.981
180513.3333,332256.019
178838.2456,329873.8389
179720.8187,331006.3507
179792.8655,330654.8815
180207.1345,330654.8815
179540.7018,330166.7299
180603.3918,332314.5972
179396.6082,331045.4028
179270.5263,330069.0995
179522.6901,330205.782
180675.4386,332275.545
179324.5614,331084.455
179486.6667,330498.673
179360.5848,331006.3507
180639.4152,332353.6493
180927.6023,332334.1232
181125.731,332802.7488
178874.269,330557.2512
180567.3684,331865.4976
179036.3743,329834.7867
179414.6199,330967.2986
180585.3801,332392.7014
179846.9006,331455.4502
180153.0994,331455.4502
179846.9006,331904.5498
180153.0994,331904.5498
181035.6725,332724.6445
178964.3275,330635.3555
179198.4795,329873.8389
179108.4211,329990.9953
180747.4854,332568.436
179252.5146,330791.564
179594.7368,331123.5071
180405.2632,332236.4929
178712.1637,330186.2559
181287.8363,333173.7441
179486.6667,330381.5166
180117.076,330674.4076
179882.924,330674.4076
179090.4094,330030.0474
178928.3041,330147.2038
181071.6959,333212.7962
179630.7602,330908.7204
180315.2047,331924.0758
179684.7953,331435.9242
180315.2047,331435.9242
179468.655,330889.1943
179162.4561,330205.782
180549.3567,331670.237
180549.3567,331689.763
180945.614,332607.4882
179054.386,330752.5118
181233.8012,332958.9573
178766.1988,330401.0427
180171.1111,330830.6161
179828.8889,330830.6161
180513.3333,332021.7062
179756.8421,331045.4028
180243.1579,331045.4028
179990.9942,331611.6588
180009.0058,331611.6588
179990.9942,331748.3412
180009.0058,331748.3412
179288.538,329932.4171
180045.0292,330596.3033
179954.9708,330596.3033
180513.3333,331943.6019
179234.5029,330322.9384
180027.0175,330928.2464
179972.9825,330928.2464
181107.7193,333271.3744
178892.2807,330088.6256
179648.7719,330772.0379
179792.8655,331064.9289
180207.1345,331064.9289
179522.6901,330674.4076
178694.152,330127.6777
178766.1988,330440.0948
178802.2222,330205.782
